AccSpeciesName,LA_mean,LDMC_mean,SLA_mean,percent_c,percent_s,percent_r,C : S : R ,Strategy class,S (%),C (%),R (%),Red,Green,Blue,Colour values in SigmaPlot 
Elymus elymoides,364.376,32.345,13.74403185,15.41808884,67.90069871,16.68121246,15 : 68 : 17 %,S/SR,67.90069871,15.41808884,16.68121246,39,173,43,"@rgb(39,173,43)"
Elymus repens,1423.531325,34.14629959980151,21.42625844,24.29382025,49.88755786,25.81862189,24 : 50 : 26 %,S/CSR,49.88755786,24.29382025,25.81862189,62,127,66,"@rgb(62,127,66)"
Epilobium angustifolium,2844.565791,27.143121575942953,18.7209091,39.31636295,37.19404992,23.48958713,39 : 37 : 23 %,CS/CSR,37.19404992,39.31636295,23.48958713,100,95,60,"@rgb(100,95,60)"
Epilobium ciliatum,667.125,17.3045,34.5955705,25.90243302,4.996549237,69.10101774,26 : 5 : 69 %,R/CR,4.996549237,25.90243302,69.10101774,66,13,176,"@rgb(66,13,176)"
Epilobium palustre,845.9083333,15.734578703703706,37.87702688,28.82415384,0,71.17584616,29 : 0 : 71 %,R/CR,0,28.82415384,71.17584616,74,0,181,"@rgb(74,0,181)"
Epilobium parviflorum,615.96,16.03333333333333,28.37506501,29.66155461,0,70.33844539,30 : 0 : 70 %,R/CR,0,29.66155461,70.33844539,76,0,179,"@rgb(76,0,179)"
Epilobium tetragonum,446.15,22.358823739543563,23.85774239,19.34121347,33.32570388,47.33308264,19 : 33 : 47 %,SR/CSR,33.32570388,19.34121347,47.33308264,49,85,121,"@rgb(49,85,121)"
Epipactis palustris,2763.98,18.970785714285714,22.92153846,48.59800036,12.8541103,38.54788934,49 : 13 : 39 %,CR/CSR,12.8541103,48.59800036,38.54788934,124,33,98,"@rgb(124,33,98)"
Equisetum arvense,279.1043333,25.17671886892729,14.75252856,17.01543723,56.28601834,26.69854443,17 : 56 : 27 %,S/CSR,56.28601834,17.01543723,26.69854443,43,144,68,"@rgb(43,144,68)"
Equisetum palustre,3080.77,19.99689626473907,8.649386228,74.29868385,25.70131615,0,74 : 26 : 0 %,C/CS,25.70131615,74.29868385,0,189,66,0,"@rgb(189,66,0)"
Eremopyrum triticeum,70.11340784,44.53821055,8.876224372,3.506345813,96.49365419,0,4 : 96 : 0 %,S,96.49365419,3.506345813,0,9,246,0,"@rgb(9,246,0)"
Erigeron annuus,691.4592512,24.440035179624484,28.96801606,20.24388019,34.22576941,45.5303504,20 : 34 : 46 %,SR/CSR,34.22576941,20.24388019,45.5303504,52,87,116,"@rgb(52,87,116)"
Erigeron bonariensis,489.4991875,29.541041285086354,23.03007676,15.76727762,49.31917159,34.91355079,16 : 49 : 35 %,SR/CSR,49.31917159,15.76727762,34.91355079,40,126,89,"@rgb(40,126,89)"
Erigeron canadensis,561.8,28.489745548569097,18.324,19.31649848,51.84417465,28.83932687,19 : 52 : 29 %,S/CSR,51.84417465,19.31649848,28.83932687,49,132,74,"@rgb(49,132,74)"
Erigeron floribundus,2337.45,19.516666666666648,18.53167319,49.82796257,17.49095871,32.68107873,50 : 17 : 33 %,C/CSR,17.49095871,49.82796257,32.68107873,127,45,83,"@rgb(127,45,83)"
Erigeron strigosus,319.7692019,24.266108945223124,20.09390459,16.0702559,44.07038481,39.85935928,16 : 44 : 40 %,SR/CSR,44.07038481,16.0702559,39.85935928,41,112,102,"@rgb(41,112,102)"
Erodium ciconium,1674.065,22.649272181108188,24.87292807,33.82077638,27.29595155,38.88327207,34 : 27 : 39 %,CSR,27.29595155,33.82077638,38.88327207,86,70,99,"@rgb(86,70,99)"
Erodium cicutarium,537.0326355,19.840171971136968,30.2264863,21.47295286,19.76926836,58.75777878,21 : 20 : 59 %,R/CSR,19.76926836,21.47295286,58.75777878,55,50,150,"@rgb(55,50,150)"
Erysimum capitatum,98.53266667,24.69141722829479,8.721938588,11.78973987,88.21026013,0,12 : 88 : 0 %,S,88.21026013,11.78973987,0,30,225,0,"@rgb(30,225,0)"
Erysimum cheiranthoides,588.38425,23.528402129828358,23.5580198,21.24080519,35.83894852,42.92024629,21 : 36 : 43 %,SR/CSR,35.83894852,21.24080519,42.92024629,54,91,109,"@rgb(54,91,109)"
Eupatorium altissimum,675,31.9494585,9.989881036,25.29177013,73.42623858,1.281991288,25 : 73 : 1 %,S/CS,73.42623858,25.29177013,1.281991288,64,187,3,"@rgb(64,187,3)"
Euphorbia esula,123.3608257,32.96565542298707,22.31975225,5.742496971,59.94214259,34.31536043,6 : 60 : 34 %,S/SR,59.94214259,5.742496971,34.31536043,15,153,88,"@rgb(15,153,88)"
